dept_num;pob;cadres;activity_rate;tertiaire
50328;Millières;1.7;74.7;31.8
50332;Les Moitiers-d'Allonne;4.9;79.7;53.8
50334;Montabot;4.1;80.7;46.5
50335;Montaigu-la-Brisette;7;81.5;20
50336;Montaigu-les-Bois;0;75.6;31.2
50338;Montbray;3.7;80.1;63.6
50340;Montcuit;0;69.5;50
50341;Montebourg;2.9;74.1;76.6
50342;Montfarville;1.4;71.6;70.8
50345;Monthuchon;3.5;78.8;86.4
50347;Montjoie-Saint-Martin;0;85.1;100
50349;Montmartin-sur-Mer;7.3;70.8;95.2
50350;Montpinchon;2.4;81.2;46.3
50351;Montrabot;36.4;85.4;N/A - division par 0
50352;Montreuil-sur-Lozon;0;74.5;77.3
50353;Le Mont-Saint-Michel;0;70;90.9
50356;Moon-sur-Elle;4.7;73.7;57.5
50357;Morigny;15.4;64.3;45.5
50359;Mortain-Bocage;2.3;70;74.2
50360;Morville;4.9;81.3;60
50361;La Mouche;0;87.5;66.1
50362;Moulines;4.4;79;36.6
50363;Moyon Villages;3.5;78.4;31.7
50364;Muneville-le-Bingard;3.5;81;60.8
50365;Muneville-sur-Mer;7.7;82.3;20
50368;Nay;0;72.7;40.9
50369;Négreville;2.9;76.8;44.2
50370;Néhou;4.1;79.8;50
50371;Le Neufbourg;3.3;75;71.8
50372;Neufmesnil;0;81.4;100
50373;Neuville-au-Plain;0;85.2;54.5
50374;Neuville-en-Beaumont;0;91.7;N/A - division par 0
50376;Nicorps;12.7;74.1;28.6
50378;Notre-Dame-de-Cenilly;3.9;78.8;64.7
50379;Notre-Dame-de-Livoye;0;83.8;33.3
50382;Nouainville;16.7;78.9;35.9
50384;Octeville-l'Avenel;10.3;82.8;71.4
50387;Orglandes;3.6;79.4;42.4
50388;Orval sur Sienne;8.6;75.7;58.3
50389;Ouville;11.1;83.8;8.5
50390;Ozeville;0;77.5;9.3
50391;Grandparigny;4.5;77.4;62.8
50393;Percy-en-Normandie;3.6;77.6;68.8
50394;Périers;2.9;72.4;61.5
50395;La Pernelle;6.1;80.8;14.9
50397;Perriers-en-Beauficel;0;65.2;66.7
50398;Le Perron;0;89.3;76.9
50399;Le Petit-Celland;6.9;80.6;65.7
50400;Picauville;3.4;70.6;72.8
50401;Pierreville;3.3;84.1;49.5
50402;Les Pieux;5.7;74.8;74.6
50403;Pirou;5.7;74.3;58.7
50405;Le Plessis-Lastelle;5.1;80.9;18
50407;Poilley;0;80.4;57.9
50408;Pontaubault;6.7;79.1;53.2
50409;Pont-Hébert;5.5;80.1;66.4
50410;Pontorson;2.1;72;87.8
50411;Ponts;0;81.2;54.6
50412;Port-Bail-sur-Mer;2.2;70.6;62.1
50413;Précey;7;84.8;63.1
50417;Quettehou;2.6;74.8;72.5
50419;Quettreville-sur-Sienne;5.3;77;59.4
50420;Quibou;2.7;78.6;24.8
50421;Quinéville;0;69.4;87.5
50422;Raids;0;77.8;0
50423;Rampan;0;75.2;100
50425;Rauville-la-Bigot;3.3;78.6;69.4
50426;Rauville-la-Place;11.5;80.2;69
50428;Reffuveille;0;77.1;40.8
50429;Regnéville-sur-Mer;12.9;73.7;60.2
50430;Reigneville-Bocage;0;81;45.5
50431;Remilly Les Marais;3.6;75.4;18.7
50433;Réville;0;75.4;69.6
50435;Rocheville;11.1;87.7;93.8
50436;Romagny Fontenay;2.9;75.7;12.4
50437;Roncey;1.5;74.1;50.6
50442;Le Rozel;9.9;78.2;62.9
50443;Sacey;2.3;79.3;40
50444;Saint-Amand-Villages;3.8;79.5;63.1
50445;Saint-André-de-Bohon;3.8;77.7;51.6
50446;Saint-André-de-l'Épine;2.3;78.4;28.4
50447;Saint-Aubin-des-Préaux;4.9;82.9;75.9
50448;Saint-Aubin-de-Terregatte;1.9;83.3;59.3
50450;Saint-Barthélemy;3.6;77.7;50
50451;Saint-Brice;18.9;88.4;64.3
50452;Saint-Brice-de-Landelles;1.7;76.1;17.1
50453;Sainte-Cécile;0;76.4;25.4
50454;Saint-Christophe-du-Foc;6.2;76.2;66.7
50455;Saint-Clair-sur-l'Elle;3.9;74.6;77.4
50456;Saint-Clément-Rancoudray;2.2;71.4;12.8
50457;Sainte-Colombe;0;80.8;0
50461;Saint-Cyr;0;77.4;20
50462;Saint-Cyr-du-Bailleul;0;75.1;19.6
50463;Saint-Denis-le-Gast;0;79.9;44.9
50464;Saint-Denis-le-Vêtu;4.3;78.2;42.7
50467;Saint-Floxel;2.5;76.5;33.3
50468;Saint-Fromond;1.6;73.4;29.6
50469;Sainte-Geneviève;12;75.3;72.9
50471;Saint-Georges-de-la-Rivière;4;83.1;16.1
50472;Saint-Georges-de-Livoye;5.3;79;19.2
50473;Saint-Georges-d'Elle;10;80.3;40
50474;Saint-Georges-de-Rouelley;2.3;73.9;56.6
50475;Saint-Georges-Montcocq;5;75.5;72.7
50476;Saint-Germain-d'Elle;11.2;71;47.6
50478;Saint-Germain-de-Tournebut;0;78.3;50
50479;Saint-Germain-de-Varreville;0;72.4;33.3
50480;Saint-Germain-le-Gaillard;4.7;80.7;37.5
50481;Saint-Germain-sur-Ay;3.5;70.3;70.1
50482;Saint-Germain-sur-Sèves;0;79.1;33.3
50483;Saint-Gilles;3.8;79.3;75.4
50484;Saint-Hilaire-du-Harcouët;1.8;71.6;77.3
50486;Saint-Jacques-de-Néhou;0;82.4;18.2
50487;Saint-James;2.3;77.3;70.6
50488;Saint-Jean-de-Daye;3.7;80.2;81.4
50489;Saint-Jean-de-la-Haize;2.2;84.1;57.3
50490;Saint-Jean-de-la-Rivière;18.6;78.2;84.5
50491;Saint-Jean-de-Savigny;9;86;36.4
50492;Saint-Jean-d'Elle;3.5;78.9;53.5
50493;Saint-Jean-des-Champs;7.5;80;56.1
50495;Saint-Jean-du-Corail-des-Bois;13.3;77.1;19.2
50496;Saint-Jean-le-Thomas;0;76.1;80
50498;Saint-Joseph;5;78.5;39.7
50499;Saint-Laurent-de-Cuves;5;80.9;20.6
50500;Saint-Laurent-de-Terregatte;5.7;81.3;30.8
50502;Saint-Lô;6.2;72.7;87.2
50504;Saint-Louet-sur-Vire;18.3;83.8;0
50505;Saint-Loup;1.8;80;41.7
50506;Saint-Malo-de-la-Lande;2.5;77.1;50
50507;Saint-Marcouf;10.3;72.9;42.6
50509;Sainte-Marie-du-Mont;5.2;76.2;52.3
50510;Saint-Martin-d'Aubigny;2.1;83.9;69.5
50511;Saint-Martin-d'Audouville;0;77.1;25
50512;Saint-Martin-de-Bonfossé;2.3;82.8;54.4
50513;Saint-Martin-de-Cenilly;11.1;76;33.3
50514;Chaulieu;5.6;80.9;42.3
50517;Saint-Martin-de-Varreville;6.5;78.7;100
50518;Saint-Martin-le-Bouillant;3.8;84.8;34.9
50519;Saint-Martin-le-Gréard;7.3;86.5;77.8
50521;Saint-Maur-des-Bois;0;71.7;50
50522;Saint-Maurice-en-Cotentin;0;75.8;57.6
50523;Sainte-Mère-Église;2.8;77.7;54.6
50525;Saint-Michel-de-Montjoie;13.7;72.6;67.8
50528;Saint-Nicolas-de-Pierrepont;4.1;77.8;16.1
50529;Saint-Nicolas-des-Bois;0;72.9;14.3
50531;Saint-Ovin;3.2;76.4;54.5
50532;Saint-Pair-sur-Mer;6.9;73.4;71.3
50533;Saint-Patrice-de-Claids;12.1;83.8;32.2
50535;Le Parc;5;84;56.8
50536;Saint-Pierre-d'Arthéglise;0;82.2;0
50537;Saint-Pierre-de-Coutances;3;74.9;54.4
50538;Saint-Pierre-de-Semilly;5.7;79.8;90.4
50539;Saint-Pierre-Église;5.6;77.1;79.6
50540;Saint-Pierre-Langers;2.3;79.6;62.3
50541;Saint-Planchers;5;75.8;85.9
50542;Saint-Pois;0;68.7;51
50543;Saint-Quentin-sur-le-Homme;10.1;83;60.4
50546;Bourgvallées;6;80.6;44
50548;Saint-Sauveur-de-Pierrepont;17.4;88.2;22.2
50549;Saint-Sauveur-la-Pommeraye;6.7;85.4;31.2
50550;Saint-Sauveur-Villages;1.5;77.3;69.1
50551;Saint-Sauveur-le-Vicomte;2.7;79;70.8
50552;Saint-Sébastien-de-Raids;4.6;82.2;27.8
50553;Saint-Senier-de-Beuvron;2.9;80.7;54.7
50554;Saint-Senier-sous-Avranches;4.3;78.7;47.8
50556;Sainte-Suzanne-sur-Vire;5.5;79.2;69.4
50562;Saint-Vaast-la-Hougue;4;72;58.9
50563;Saint-Vigor-des-Monts;4;78.2;30.2
50564;Terre-et-Marais;1;77.7;45
50565;Sartilly-Baie-Bocage;3.1;78.9;65
50567;Saussemesnil;1.3;82.2;87.7
50568;Saussey;4.3;75.7;47.2
50569;Savigny;3.1;81.9;16.7
50570;Savigny-le-Vieux;2.8;74.8;26
50571;Sébeville;30.8;69.2;0
50572;Sénoville;5.9;81.1;16.7
50574;Servon;0;80.6;44.4
50575;Sideville;14.2;84;66.9
50576;Siouville-Hague;2.5;77.9;89.4
50577;Sortosville-en-Beaumont;15;75.7;18
50578;Sortosville;12.9;73.3;41.7
50579;Sottevast;3.6;84.4;29.2
50580;Sotteville;13.3;80.6;89.9
50582;Sourdeval;1.1;69.9;68.1
50584;Subligny;6.6;86.7;25
50585;Surtainville;4;74.6;36.1
50587;Taillepied;0;80;0
50588;Tamerville;0;76.8;40
50589;Tanis;9.8;78.5;51.6
50590;Le Tanu;2.9;85.7;80.4
50591;Le Teilleul;2.7;77.8;55.1
50592;Tessy-Bocage;4.3;80;56.4
50593;Teurthéville-Bocage;0;78.5;33.8
50594;Teurthéville-Hague;11.3;80.8;47.4
50596;Théville;3.8;74.2;40
50597;Tirepied-sur-Sée;2.7;81.9;54.4
50598;Tocqueville;0;75.5;71.2
50599;Tollevast;9.3;78.4;83.3
50601;Torigny-les-Villes;3.9;79.4;80
50603;Tourville-sur-Sienne;2.7;73.8;71.6
50604;Tréauville;4.8;77.6;54
50606;Tribehou;2.3;75.5;35.4
50607;La Trinité;0;81.7;34.1
50609;Turqueville;0;80.8;78.9
50610;Urville;12.5;73.8;51.6
50612;Vains;8;72.1;71.7
50613;Valcanville;5.8;81;31.2
50615;Valognes;5.5;74.4;78
50616;Le Val-Saint-Père;7.3;75.9;79.5
50617;Varenguebec;3.7;82.2;55.1
50618;Varouville;5.4;74;58.8
50619;Le Vast;0;77.9;67.6
50621;Vaudreville;0;84.4;N/A - division par 0
50624;La Vendelée;4.6;82.3;40.4
50626;Ver;0;77.1;62.2
50628;Vernix;7.4;75.3;78.9
50629;Vesly;1.9;82.4;29.9
50633;Le Vicel;9.7;81;68.2
50634;Videcosville;17.1;88;N/A - division par 0
50637;Villebaudon;0;79.2;12.2
50639;Villedieu-les-Poêles-Rouffigny;0.9;72.6;73.2
50641;Villiers-Fossard;1.9;82.3;33.9
50643;Virandeville;4.6;77;20.5
50647;Yquelon;5.2;72.6;95.4
50648;Yvetot-Bocage;5.5;78.2;55.8
51001;Ablancourt;0;78;55.6
51002;Saint-Martin-d'Ablois;9.6;82.4;42.6
51003;Aigny;0;80.2;50
51004;Allemanche-Launay-et-Soyer;10.1;83.6;33.3
51005;Allemant;6.4;78.9;24.6
51006;Alliancelles;0;78.3;79.2
51007;Ambonnay;5.1;82.7;31.9
51008;Ambrières;0;78.4;82.4
51009;Anglure;1.4;74.8;77.1
51010;Angluzelles-et-Courcelles;7.7;77.5;25.8
51012;Anthenay;15.4;80;0
51013;Aougny;0;73;66.7
51014;Arcis-le-Ponsart;4.1;79.4;68.7
51015;Argers;0;81.5;41.7
51016;Arrigny;0;82.7;68.8
51017;Arzillières-Neuville;3.3;77.5;66.7
51018;Athis;5.4;77.1;54.6
51019;Aubérive;17;90.1;20.3
51020;Aubilly;0;73.5;N/A - division par 0
51022;Aulnay-l'Aître;8.7;84.5;35.9
51023;Aulnay-sur-Marne;4.6;88.4;12.2
51025;Auménancourt;6.7;84.2;81.2
51027;Auve;4.1;78.3;62.7
51028;Avenay-Val-d'Or;3.8;77.7;62.3
51029;Avize;4.9;79.5;58.2
51030;Aÿ-Champagne;2.5;76.9;55.5
51031;Baconnes;18.3;85;50
51032;Bagneux;11.7;76;64.2
51033;Le Baizil;0;81.7;41.2
51034;Bannay;0;100;0
51035;Bannes;5.1;75.9;96.3
51036;Barbonne-Fayel;5.1;78.7;27.8
51037;Baslieux-lès-Fismes;3.8;81.4;66.7
51038;Baslieux-sous-Châtillon;6.8;81.4;0
51039;Bassu;0;80.3;38.5
51040;Bassuet;0;77.4;19.2
51041;Baudement;0;87.7;0
51042;Baye;0;76.6;27
51043;Bazancourt;7.3;80.7;31.8
51044;Beaumont-sur-Vesle;10.2;80;61
51045;Beaunay;0;77.8;9.8
51046;Beine-Nauroy;15.7;77.2;40.9
51047;Belval-en-Argonne;0;64.3;50
51048;Belval-sous-Châtillon;17.2;79.2;26.7
51049;Bergères-lès-Vertus;6.5;78.7;40
51050;Bergères-sous-Montmirail;0;73.1;65.9
51051;Berméricourt;5.3;80;28.2
51052;Berru;12.1;81.3;43.6
51053;Berzieux;0;72.5;52.6
51054;Bétheniville;5.8;78.9;55.6
51055;Bétheny;8;77.4;73.4
51056;Bethon;0;85.5;19
51057;Bettancourt-la-Longue;0;73.7;N/A - division par 0
51058;Bezannes;15;78.1;80.3
51059;Bignicourt-sur-Marne;3;72.4;37.9
51060;Bignicourt-sur-Saulx;0;78;100
51061;Billy-le-Grand;7.1;80;13.9
51062;Binarville;0;68.8;0
51065;Blacy;7.6;72;64.7
51066;Blaise-sous-Arzillières;0;73.3;47.1
51068;Blesme;0;78.2;71.4
51069;Bligny;0;76.6;55.6
51070;Boissy-le-Repos;0;68.4;26.3
51071;Bouchy-Saint-Genest;12.9;88.2;62.5
51072;Bouilly;0;86.8;72
51073;Bouleuse;6;80.3;73.5
51074;Boult-sur-Suippe;7.7;81.4;73.1
51075;Bourgogne-Fresne;6.1;76.7;47
51076;Boursault;11.7;80;32.4
51077;Bouvancourt;15.6;85.6;109.1
51078;Bouy;11.6;82.9;61.3
51079;Bouzy;10.4;81.2;37.8
51080;Brandonvillers;6.7;76.4;57.1
51081;Branscourt;15.8;77.7;100
51082;Braux-Sainte-Cohière;9.9;82.5;N/A - division par 0
51083;Braux-Saint-Remy;0;79.2;31.2
51084;Bréban;0;81;N/A - division par 0
51085;Le Breuil;9.1;81.7;7.9
51086;Breuil-sur-Vesle;14.9;79.6;57.1
51087;Breuvery-sur-Coole;11.3;78.9;0
51088;Brimont;2.7;79.5;52.6
51089;Brouillet;15.4;87.8;22.4
51090;Broussy-le-Grand;4.3;79.3;51.9
51091;Broussy-le-Petit;9.3;80.6;62.5
51092;Broyes;0;79.2;0
51093;Brugny-Vaudancourt;13.5;83.5;12.8
51094;Brusson;0;77.5;100
51095;Le Buisson;13.3;80.4;100
51097;Bussy-le-Château;0;82.7;0
51098;Bussy-le-Repos;0;80.5;37.9
51099;Bussy-Lettrée;3.3;86.6;94
51100;La Caure;0;80;50
51101;Caurel;22;73.6;42.1
51102;Cauroy-lès-Hermonville;7.7;80.1;57.6
51103;La Celle-sous-Chantemerle;0;79.5;40
51104;Cernay-en-Dormois;9.7;74;71.4
51105;Cernay-lès-Reims;18.4;73.8;65.7
51106;Cernon;11.7;80.3;60.7
51107;Chaintrix-Bierges;4;89.9;58.3
51108;Châlons-en-Champagne;6.6;72.5;89.5
51109;Châlons-sur-Vesle;20.1;84.1;100
51110;Chaltrait;0;93.8;100
51111;Chambrecy;17.9;85.6;100
51112;Chamery;15.9;81.5;14.5
51113;Champaubert;0;82.6;10.9
51115;Champfleury;9.5;81.5;82.7
51116;Champguyon;0;77.4;28.6
51117;Champigneul-Champagne;8;87.4;26.2
51118;Champigny;17.2;75;86.9
51119;Champillon;5.2;80;60.8
51120;Champlat-et-Boujacourt;0;85.4;31.3
51121;Champvoisy;4.6;83.2;40
51122;Changy;0;79.7;38.5
51124;Chantemerle;0;88.9;9.1
51125;Chapelaine;0;80.6;0
51126;La Chapelle-Felcourt;0;76.9;36.4
51127;La Chapelle-Lasson;0;77.8;75
51128;La Chapelle-sous-Orbais;0;88.2;30.8
51129;Charleville;4.9;77.1;62.5
51130;Charmont;5.1;78.7;44.4
51132;Les Charmontois;0;83.6;31.2
51133;Le Châtelier;0;66.7;36.4
51134;Châtelraould-Saint-Louvent;9.8;78.8;31.2
51135;Châtillon-sur-Broué;0;75.5;50
51136;Châtillon-sur-Marne;5.7;80;49.1
51137;Châtillon-sur-Morin;0;80.7;32.1
51138;Châtrices;40;78.9;0
51139;Chaudefontaine;3.6;78.5;0
51140;Chaumuzy;3.8;84;0
51141;La Chaussée-sur-Marne;1.6;75.8;58.3
51142;Chavot-Courcourt;6.9;78.4;48
51143;Le Chemin;0;92.9;N/A - division par 0
51144;Cheminon;2;70.4;53.8
51145;Chenay;20.3;76.1;66.7
51146;Cheniers;0;73.1;69.2
51147;La Cheppe;3.6;76;47.9
51148;Cheppes-la-Prairie;0;84.9;48.8
51149;Chepy;5.4;84;34.5
51150;Cherville;0;95.5;N/A - division par 0
51151;Chichey;0;67.9;58.3
51152;Chigny-les-Roses;11.2;81.5;47.3
51153;Chouilly;9.1;85.1;29.7
51154;Clamanges;9.3;80.3;65.9
51155;Clesles;2.2;79.6;35.5
51156;Cloyes-sur-Marne;0;71.2;13.6
51157;Coizard-Joches;0;86.8;100
51158;Val-des-Marais;2.3;77.8;18.1
51160;Compertrix;7.1;76.5;86.8
51161;Condé-sur-Marne;13.4;80.7;79.2
51162;Conflans-sur-Seine;1.9;77;100
51163;Congy;0;79;33.3
51164;Connantray-Vaurefroy;27.8;82.3;79.3
51165;Connantre;3.6;74.7;57.7
51166;Contault;0;81.8;0
51167;Coole;0;78;33.3
51168;Coolus;10.5;83.5;55.9
51169;Corbeil;0;79.1;40
51170;Corfélix;0;76.4;62.5
51171;Cormicy;5.8;80.3;44
51172;Cormontreuil;9.1;74.6;82.3
51173;Cormoyeux;0;84.9;27
51174;Corribert;0;77.8;N/A - division par 0
51175;Corrobert;5.7;79.7;0
51176;Corroy;0;75.9;68.3
51177;Coulommes-la-Montagne;5.8;78.4;9.8
51178;Coupetz;0;89.8;0
51179;Coupéville;0;89.5;33.3
51181;Courcelles-Sapicourt;17.9;85.2;47.2
51182;Courcemain;0;83.7;34.5
51183;Courcy;5.2;77.6;74.6
51184;Courdemanges;3;76;83.3
51185;Courgivaux;0;71.7;71.4
51186;Courjeonnet;0;76.9;50
51187;Courlandon;13.5;81.1;72.2
51188;Courmas;4.7;80;35
51190;Courtagnon;0;71.7;N/A - division par 0
51191;Courtémont;0;88.9;0
51192;Courthiézy;3.9;80.2;46.2
51193;Courtisols;7.5;78.7;78.7
51194;Courville;8.8;74.6;40
51195;Couvrot;0;78.3;22.4
51196;Cramant;9.8;82.7;19.3
51197;La Croix-en-Champagne;0;78.2;35.7
51198;Crugny;9.7;81;28.1
51199;Cuchery;2.8;77.9;26.9
51200;Cuis;3.1;79.5;18.3
51201;Cuisles;8.2;82.4;24.2
51202;Cumières;6;86.5;35.2
51203;Cuperly;5.5;83.5;45
51204;Damery;8;78.9;35.3
51206;Dampierre-le-Château;0;79.7;100
51208;Dampierre-sur-Moivre;0;87.5;12.2
51210;Dizy;4.8;76.2;73.2
51211;Dommartin-Dampierre;0;71.4;33.3
51212;Dommartin-Lettrée;8.1;84.9;50
51213;Dommartin-sous-Hans;0;91.3;0
51214;Dommartin-Varimont;0;73.6;0
51215;Dompremy;0;77;40
51216;Dontrien;8.9;81.8;42.4
51217;Dormans;4.9;78.3;66.8
51218;Val-de-Vière;0;77.3;25
51219;Drosnay;0;78.6;66.7
51220;Drouilly;0;87.8;62.5
51222;Éclaires;0;77.4;73.9
51223;Écollemont;0;73;100
51224;Écriennes;6.5;84.8;45.5
51225;Écueil;7.5;82;20
51226;Écury-le-Repos;0;84.6;33.3
51227;Écury-sur-Coole;7.9;77;72.7
51228;Élise-Daucourt;0;77.1;0
51229;Épense;0;75;52.4
51230;Épernay;5;75.3;71.3
51231;L'Épine;14.7;84.4;72.1
51232;Époye;10.9;74.2;63.4
51233;Escardes;0;80.5;47.6
51234;Esclavolles-Lurey;0;74.1;41
51235;Les Essarts-lès-Sézanne;8.9;78.6;31.8
51236;Les Essarts-le-Vicomte;9.1;81.7;72.2
51237;Esternay;4.3;78;84.9
51238;Étoges;9.4;79.2;66.8
51239;Étréchy;0;80.3;0
51240;Étrepy;0;80.6;50
51241;Euvy;12.1;76.9;72.2
51242;Fagnières;4.1;71.5;94.8
51243;Faux-Fresnay;10.6;76.9;25
51244;Faux-Vésigneul;0;75.4;0
51245;Faverolles-et-Coëmy;6;84.8;52.7
51246;Favresse;5.8;82.5;55.6
51247;Fèrebrianges;18.5;84.3;25
51248;Fère-Champenoise;2.3;73.2;65.3
51249;Festigny;3.1;82;3.5
51250;Fismes;2.7;73.9;77.2
51251;Flavigny;0;78.9;2
51252;Fleury-la-Rivière;13.7;82.2;22.3
51253;Florent-en-Argonne;5.4;82.4;100
51254;Fontaine-Denis-Nuisy;0;74.3;8.2
51255;Fontaine-en-Dormois;0;62.5;0
51256;Fontaine-sur-Ay;3.5;76.7;41.5
51258;La Forestière;0;74.6;54.3
51259;Francheville;7.2;80.6;10.8
51260;Le Fresne;18.2;87.5;33.3
51262;Frignicourt;6.7;75.2;78.7
51263;Fromentières;6.1;81.2;31.7
51264;Le Gault-Soigny;2.6;79.1;64.6
51265;Gaye;2.1;82.7;21.7
51266;Germaine;14.7;82.7;45.6
51267;Germigny;6.6;79.4;0
51268;Germinon;15;84.3;33.3
51269;Giffaumont-Champaubert;4.8;71.9;94.6
51270;Gigny-Bussy;6.6;80.8;16.7
51272;Givry-en-Argonne;5.6;75.7;50.5
51273;Givry-lès-Loisy;0;76.2;25
51274;Gizaucourt;0;77.9;66.7
51275;Glannes;0;72.9;66.7
51276;Gourgançon;0;84;79.2
51277;Sainte-Marie-du-Lac-Nuisement;4.4;73.7;86.8
51278;Les Grandes-Loges;14;78;20.2
51279;Granges-sur-Aube;6.6;80.9;50
51280;Gratreuil;0;100;0
51281;Grauves;8.1;78.5;26.9
51282;Gueux;19.7;73.1;84.3
51283;Hans;0;80;0
51284;Haussignémont;0;79.7;32.8
51285;Haussimont;8.1;80.2;11.8
51286;Hauteville;0;74.5;71.9
51287;Hautvillers;3.7;83.1;27.5
51288;Heiltz-le-Hutier;5.2;83.3;55
51289;Heiltz-le-Maurupt;2.8;78.2;47.4
51290;Heiltz-l'Évêque;4.3;76.7;100
51291;Hermonville;15.7;77.8;66.2
51292;Herpont;0;79.2;12.8
51293;Heutrégiville;5.3;80.4;53.3
51294;Hourges;23.9;77.8;0
51295;Huiron;4.2;76;60
51296;Humbauville;0;70.7;54.5
51298;Igny-Comblizy;0;78.9;32
51299;Isles-sur-Suippe;12.5;80.6;43.4
51300;Isle-sur-Marne;12.2;78;66.7
51301;Isse;0;79.5;40.7
51302;Les Istres-et-Bury;0;86.8;N/A - division par 0
51303;Jâlons;9.5;80.2;83.2
51304;Janvilliers;10.6;77.7;40
51305;Janvry;9.1;83.5;16.9
51306;Joiselle;0;79.3;100
51307;Jonchery-sur-Suippe;0;84.1;58.3
51308;Jonchery-sur-Vesle;9.4;77.8;82.7
51309;Jonquery;15;92.5;53.1
51310;Jouy-lès-Reims;5.8;84.1;10.4
51311;Jussecourt-Minecourt;0;75.8;0
51312;Juvigny;7.9;79.6;61.4
51313;Lachy;6.1;77.7;66.1
51314;Lagery;11.3;82.6;0
51315;Landricourt;0;72.8;100
51316;Larzicourt;8.8;75.8;29.4
51317;Laval-sur-Tourbe;0;85.7;0
51318;Lavannes;18.3;75.4;46.4
51319;Lenharrée;14.5;82.1;56.1
51320;Leuvrigny;7.7;79.9;15.2
51321;Lhéry;15.4;87.8;0
51322;Lignon;0;84.1;20
51323;Linthelles;0;77.8;0
51324;Linthes;9.8;76.4;39.1
51325;Lisse-en-Champagne;22.2;85.1;26.3
51326;Livry-Louvercy;7.5;83.7;46.7
51327;Loisy-en-Brie;0;83.7;13.2
51328;Loisy-sur-Marne;4.5;80.7;72.3
51329;Loivre;16.3;81.5;87.2
51333;Ludes;12.4;81.5;45.1
51334;Luxémont-et-Villotte;0;75.4;95.3
51336;Maffrécourt;0;93.8;0
51337;Magneux;5;80.7;N/A - division par 0
51338;Mailly-Champagne;13.7;80.4;22.4
51339;Mairy-sur-Marne;6.1;78.6;50
51340;Maisons-en-Champagne;0;71.3;64.6
51341;Malmy;0;66.7;0
51342;Mancy;0;78.7;27.7
51343;Marcilly-sur-Seine;3.6;73.1;43.5
51344;Mardeuil;1.6;79.2;53.5
51345;Mareuil-en-Brie;4.3;79.7;32.6
51346;Mareuil-le-Port;8.1;80;62.6
51348;Marfaux;9.9;83.9;40.9
51349;Margerie-Hancourt;0;84.5;30
51350;Margny;0;80.8;40
51351;Marigny;0;69.4;39.3
51352;Marolles;4.5;76.2;63.2
51353;Marsangis;0;75;78.3
51354;Marson;0;82;88.1
51355;Massiges;0;79.2;100
51356;Matignicourt-Goncourt;0;81.9;65.9
51357;Matougues;9.6;80.2;33.4
51358;Maurupt-le-Montois;2.7;74.8;61.5
51359;Mécringes;0;76.4;25
51360;Le Meix-Saint-Epoing;13.7;78.3;100
51361;Le Meix-Tiercelin;0;88.2;86.1
51362;Merfy;20.1;81.2;54.8
51363;Merlaut;13.8;79;0
51364;Méry-Prémecy;0;86;0
51365;Les Mesneux;6.2;79.8;68.5
51367;Le Mesnil-sur-Oger;1.2;80;24.9
51368;Minaucourt-le-Mesnil-lès-Hurlus;0;82.6;0
51369;Mœurs-Verdey;7.9;75.3;69.7
51370;Moiremont;6;76.1;57.7
51371;Moivre;0;75;0
51372;Moncetz-Longevas;2.2;75.7;19.9
51373;Moncetz-l'Abbaye;13.5;81.6;25
51374;Mondement-Montgivroux;0;72.7;N/A - division par 0
51375;Montbré;7.3;81.3;30.8
51376;Montgenost;0;78.2;17.8
51377;Montépreux;0;81.8;12.2
51378;Monthelon;6.6;86.3;15.3
51379;Montigny-sur-Vesle;15;82.2;50
51380;Montmirail;4;74.6;54.6
51381;Montmort-Lucy;3.8;80.7;86.9
51382;Mont-sur-Courville;0;84.2;0
51384;Morangis;10.2;87.1;102.4
51386;Morsains;8.9;69.2;23.7
51387;Moslins;0;78.9;68.8
51388;Mourmelon-le-Grand;2.3;82.7;96.2
51389;Mourmelon-le-Petit;7.1;76.6;61
51390;Moussy;6.7;80;51.1
51391;Muizon;7.4;77.1;47.8
51392;Mutigny;6.1;84.9;78.4
51393;Nanteuil-la-Forêt;17.4;81.8;100
51395;Nesle-la-Reposte;0;75;0
51396;Nesle-le-Repons;8.5;75.9;16.7
51397;La Neuville-aux-Bois;8.4;81.6;N/A - division par 0
51398;La Neuville-aux-Larris;0;75.2;15.1
51399;La Neuville-au-Pont;8.7;75.2;41.7
51402;Neuvy;0;74.1;73.7
51403;Nogent-l'Abbesse;8.3;81.3;36.7
51404;Noirlieu;0;80.9;17.1
51406;Norrois;8;78.8;21.7
51407;La Noue;0;75;83.9
51409;Nuisement-sur-Coole;7.6;84.4;72.9
51410;Œuilly;3.7;79.6;44.6
51412;Ognes;0;78.8;31.2
51413;Oiry;5.2;76.1;42.9
51414;Olizy;0;81.6;0
51415;Omey;0;78.5;41.3
51416;Orbais-l'Abbaye;4.9;77.9;41.2
51417;Orconte;12.9;73.9;32
51418;Ormes;19.3;81.6;75.2
51419;Outines;11.1;73.5;87.2
51420;Outrepont;0;66.7;N/A - division par 0
51421;Oyes;0;85.5;N/A - division par 0
51422;Pargny-lès-Reims;10.8;76.7;57.1
51423;Pargny-sur-Saulx;0;68.8;45.4
51424;Passavant-en-Argonne;0;64.3;35.3
51425;Passy-Grigny;3.1;78;8.3
51426;Péas;0;73.8;42.3
51428;Les Petites-Loges;7.5;78.8;100
51429;Pévy;19.4;83.7;9.1
