pob;dept;global;politics;college_de_france;executive;minister;parliament;president;senat;median;expo_demog;lycees_pro;lycees_gt;lycees;edu;prepa;prepa_count
Saint-Cyr-des-Gâts;85;0;0;0;0;0;0;0;0;20320.0;739.1659384830479;0;0;0;0;0;0
Saint-Cyr-en-Talmondais;85;0;0;0;0;0;0;0;0;20560.0;434.4782418734709;0;0;0;0;0;0
Saint-Denis-du-Payré;85;0;0;0;0;0;0;0;0;22100.0;526.4298322264942;0;0;0;0;0;0
Saint-Denis-la-Chevasse;85;0;0;0;0;0;0;0;0;22810.0;1630.4445997902828;0;0;0;0;0;0
Saint-Étienne-de-Brillouet;85;0;0;0;0;0;0;0;0;21840.0;543.0140685075147;0;0;0;0;0;0
Saint-Étienne-du-Bois;85;0;0;0;0;0;0;0;0;21360.0;1886.2008912967494;0;0;0;0;0;0
Sainte-Flaive-des-Loups;85;0;0;0;0;0;0;0;0;23380.0;1396.1106256553653;0;0;0;0;0;0
Sainte-Florence;85;0;0;0;0;0;0;0;0;;681.212425725271;0;0;0;0;0;0
Rives de l'Yon;85;0;0;0;0;0;0;0;0;22800.0;2659.531544914366;2;0;2;1;0;0
Sainte-Foy;85;0;0;0;0;0;0;0;0;23920.0;622.3847430968194;0;0;0;0;0;0
Saint-Fulgent;85;0;0;0;0;0;0;0;0;22390.0;2111.2466794826983;2;0;2;1;0;0
Sainte-Gemme-la-Plaine;85;0;0;0;0;0;0;0;0;22960.0;1369.724571828032;2;0;2;1;0;0
Saint-Georges-de-Pointindoux;85;0;0;0;0;0;0;0;0;23090.0;929.4917860887803;0;0;0;0;0;0
Saint-Germain-de-Prinçay;85;0;0;0;0;0;0;0;0;21890.0;1076.3904229290458;0;0;0;0;0;0
Saint-Gervais;85;0;0;0;0;0;0;0;0;22210.0;1679.0159035302345;0;0;0;0;0;0
Saint-Gilles-Croix-de-Vie;85;0;0;0;0;0;0;0;0;24080.0;4855.20788185949;2;0;2;1;0;0
Saint-Jean-d'Hermine;85;1;1;0;0;0;1;0;0;;2788.8049632995453;0;0;0;0;0;0
Saint-Hilaire-de-Riez;85;1;1;0;0;0;0;0;1;23920.0;3750.4634743096817;0;0;0;0;0;0
Saint-Hilaire-des-Loges;85;0;0;0;0;0;0;0;0;21170.0;1927.081003145753;0;0;0;0;0;0
Saint-Hilaire-de-Voust;85;0;0;0;0;0;0;0;0;21200.0;975.576371897938;0;0;0;0;0;0
Saint-Hilaire-la-Forêt;85;0;0;0;0;0;0;0;0;23050.0;361.40012233484794;0;0;0;0;0;0
Saint-Hilaire-le-Vouhis;85;0;0;0;0;0;0;0;0;21560.0;1061.6568507514855;0;0;0;0;0;0
Saint-Jean-de-Monts;85;0;0;0;0;0;0;0;0;23110.0;4797.921006641034;0;0;0;0;0;0
Saint-Juire-Champgillon;85;0;0;0;0;0;0;0;0;21540.0;701.7262320866828;0;0;0;0;0;0
Saint-Julien-des-Landes;85;0;0;0;0;0;0;0;0;22160.0;1064.9328905976931;0;0;0;0;0;0
Saint-Laurent-de-la-Salle;85;0;0;0;0;0;0;0;0;20500.0;618.8957532331355;0;0;0;0;0;0
Saint-Laurent-sur-Sèvre;85;0;0;0;0;0;0;0;0;23630.0;2938.725008738204;0;2;2;1;0;0
Saint-Maixent-sur-Vie;85;0;0;0;0;0;0;0;0;21980.0;420.2106780845858;0;0;0;0;0;0
Saint-Malô-du-Bois;85;0;0;0;0;0;0;0;0;23950.0;802.0630024466967;0;0;0;0;0;0
Saint-Mars-la-Réorthe;85;0;0;0;0;0;0;0;0;22320.0;674.7261447046486;0;0;0;0;0;0
Brem-sur-Mer;85;0;0;0;0;0;0;0;0;23010.0;977.568857042992;0;0;0;0;0;0
Saint-Martin-de-Fraigneau;85;0;0;0;0;0;0;0;0;22090.0;490.68192939531633;0;0;0;0;0;0
Saint-Martin-des-Fontaines;85;0;0;0;0;0;0;0;0;18580.0;251.18420132820694;0;0;0;0;0;0
Saint-Martin-des-Noyers;85;0;0;0;0;0;0;0;0;22930.0;1876.920482348829;0;0;0;0;0;0
Saint-Martin-des-Tilleuls;85;0;0;0;0;0;0;0;0;22500.0;637.5748864033555;0;0;0;0;0;0
Saint-Martin-Lars-en-Sainte-Hermine;85;0;0;0;0;0;0;0;0;22590.0;706.7132995456135;0;0;0;0;0;0
Saint-Mathurin;85;0;0;0;0;0;0;0;0;23210.0;846.1443551205871;0;0;0;0;0;0
Saint-Maurice-des-Noues;85;0;0;0;0;0;0;0;0;20860.0;902.588518000699;0;0;0;0;0;0
Saint-Maurice-le-Girard;85;0;0;0;0;0;0;0;0;21990.0;604.1480251660258;0;0;0;0;0;0
Saint-Mesmin;85;0;0;0;0;0;0;0;0;22330.0;1677.5828381684726;0;0;0;0;0;0
Saint-Michel-en-l'Herm;85;0;0;0;0;0;0;0;0;22010.0;2160.087032506117;0;0;0;0;0;0
Saint-Michel-le-Cloucq;85;0;0;0;0;0;0;0;0;21730.0;1005.3809856693465;0;0;0;0;0;0
Saint-Paul-en-Pareds;85;0;0;0;0;0;0;0;0;23370.0;682.7230863334498;0;0;0;0;0;0
Saint-Paul-Mont-Penit;85;0;0;0;0;0;0;0;0;20920.0;602.200367004544;0;0;0;0;0;0
Sainte-Pexine;85;0;0;0;0;0;0;0;0;20960.0;361.68088081090525;0;0;0;0;0;0
Saint-Philbert-de-Bouaine;85;0;0;0;0;0;0;0;0;22110.0;1872.2636315973434;0;0;0;0;0;0
Saint-Pierre-du-Chemin;85;0;0;0;0;0;0;0;0;20380.0;1727.9090353023416;0;0;0;0;0;0
Saint-Pierre-le-Vieux;85;0;0;0;0;0;0;0;0;20650.0;941.9424152394266;0;0;0;0;0;0
Saint-Prouant;85;0;0;0;0;0;0;0;0;22500.0;809.7671268787138;0;0;0;0;0;0
Sainte-Radégonde-des-Noyers;85;0;0;0;0;0;0;0;0;22690.0;752.5433414889898;0;0;0;0;0;0
Saint-Révérend;85;0;0;0;0;0;0;0;0;21580.0;770.5132820692066;0;0;0;0;0;0
Saint-Sigismond;85;0;0;0;0;0;0;0;0;22240.0;574.1281020622162;0;0;0;0;0;0
Saint-Urbain;85;0;0;0;0;0;0;0;0;22220.0;715.6233834323665;0;0;0;0;0;0
Saint-Valérien;85;0;0;0;0;0;0;0;0;22330.0;569.6202376791332;0;0;0;0;0;0
Saint-Vincent-Sterlanges;85;0;0;0;0;0;0;0;0;21970.0;660.6096644529885;0;0;0;0;0;0
Saint-Vincent-sur-Graon;85;0;0;0;0;0;0;0;0;21980.0;1460.6278399161133;0;0;0;0;0;0
Saint-Vincent-sur-Jard;85;0;0;0;0;0;0;0;0;24630.0;473.33974134917867;0;0;0;0;0;0
Sallertaine;85;0;0;0;0;0;0;0;0;22590.0;2172.8036525690322;0;0;0;0;0;0
Sérigné;85;0;0;0;0;0;0;0;0;22640.0;894.3972387277175;0;0;0;0;0;0
Sigournais;85;0;0;0;0;0;0;0;0;22390.0;840.2696609577072;0;0;0;0;0;0
Soullans;85;0;0;0;0;0;0;0;0;23260.0;2278.040894792031;0;0;0;0;0;0
Le Tablier;85;0;0;0;0;0;0;0;0;22440.0;552.1019748339743;0;0;0;0;0;0
La Taillée;85;0;0;0;0;0;0;0;0;21710.0;627.5632645927996;0;0;0;0;0;0
Tallud-Sainte-Gemme;85;0;0;0;0;0;0;0;0;21710.0;552.4288710241174;0;0;0;0;0;0
Talmont-Saint-Hilaire;85;1;1;0;0;1;0;0;0;24530.0;3750.626878713736;0;0;0;0;0;0
Terval;85;0;0;0;0;0;0;0;0;;2388.8940055924504;0;0;0;0;0;0
Thiré;85;0;0;0;0;0;0;0;0;21570.0;547.391558895491;0;0;0;0;0;0
Thorigny;85;0;0;0;0;0;0;0;0;22350.0;1166.390947221251;0;0;0;0;0;0
Rives-du-Fougerais;85;0;0;0;0;0;0;0;0;;1971.5821391121985;0;0;0;0;0;0
Tiffauges;85;0;0;0;0;0;0;0;0;22710.0;1090.3572177560293;0;0;0;0;0;0
La Tranche-sur-Mer;85;0;0;0;0;0;0;0;0;24620.0;1449.1090527787487;0;0;0;0;0;0
Treize-Septiers;85;1;1;0;0;1;0;0;0;22910.0;1270.742048234883;0;0;0;0;0;0
Treize-Vents;85;0;0;0;0;0;0;0;0;21620.0;838.3724222299896;0;0;0;0;0;0
Triaize;85;0;0;0;0;0;0;0;0;22190.0;1239.7294652219505;0;0;0;0;0;0
Vairé;85;0;0;0;0;0;0;0;0;21990.0;950.5912268437609;0;0;0;0;0;0
Venansault;85;0;0;0;0;0;0;0;0;23820.0;1769.121461027613;0;0;0;0;0;0
Vendrennes;85;0;0;0;0;0;0;0;0;22630.0;823.129500174764;0;0;0;0;0;0
Chanverrie;85;1;1;0;0;0;1;0;0;22810.0;3410.396539671444;0;0;0;0;0;0
Vix;85;0;0;0;0;0;0;0;0;21760.0;1782.2091925900036;0;0;0;0;0;0
Vouillé-les-Marais;85;0;0;0;0;0;0;0;0;20820.0;537.6885704299195;0;0;0;0;0;0
Vouvant;85;0;0;0;0;0;0;0;0;22020.0;1058.7675637888851;0;0;0;0;0;0
Xanton-Chassenon;85;0;0;0;0;0;0;0;0;;639.1024117441452;0;0;0;0;0;0
Adriers;86;0;0;0;0;0;0;0;0;19310.0;1443.1138587906325;0;0;0;0;0;0
Amberre;86;0;0;0;0;0;0;0;0;22630.0;487.08607130374;0;0;0;0;0;0
Anché;86;0;0;0;0;0;0;0;0;21880.0;484.7778748689269;0;0;0;0;0;0
Angles-sur-l'Anglin;86;0;0;0;0;0;0;0;0;23180.0;806.1357916812304;0;0;0;0;0;0
Angliers;86;0;0;0;0;0;0;0;0;21240.0;743.8220027962252;0;0;0;0;0;0
Antigny;86;0;0;0;0;0;0;0;0;20320.0;839.169084236281;0;0;0;0;0;0
Antran;86;0;0;0;0;0;0;0;0;23850.0;639.670744494932;0;0;0;0;0;0
Arçay;86;0;0;0;0;0;0;0;0;21690.0;585.0946347430969;0;0;0;0;0;0
Archigny;86;0;0;0;0;0;0;0;0;20520.0;1604.8965396714434;0;0;0;0;0;0
Aslonnes;86;0;0;0;0;0;0;0;0;24010.0;600.702813701503;0;0;0;0;0;0
Asnières-sur-Blour;86;0;0;0;0;0;0;0;0;18130.0;616.7445823138762;0;0;0;0;0;0
Asnois;86;0;0;0;0;0;0;0;0;20780.0;378.36071303739953;0;0;0;0;0;0
Aulnay;86;0;0;0;0;0;0;0;0;20620.0;186.60739252009785;0;0;0;0;0;0
Availles-en-Châtellerault;86;0;0;0;0;0;0;0;0;23870.0;696.040283117791;0;0;0;0;0;0
Availles-Limouzine;86;0;0;0;0;0;0;0;0;19980.0;1818.489863684027;0;0;0;0;0;0
Avanton;86;0;0;0;0;0;0;0;0;24790.0;617.1578993358967;0;0;0;0;0;0
Ayron;86;0;0;0;0;0;0;0;0;21760.0;864.8080216707444;0;0;0;0;0;0
Basses;86;0;0;0;0;0;0;0;0;21560.0;269.6802691366656;0;0;0;0;0;0
Beaumont Saint-Cyr;86;0;0;0;0;0;0;0;0;23350.0;1814.5;0;0;0;0;0;0
Bellefonds;86;0;0;0;0;0;0;0;0;22830.0;210.2871373645578;0;0;0;0;0;0
Berrie;86;0;0;0;0;0;0;0;0;21480.0;423.41689968542465;0;0;0;0;0;0
Berthegon;86;0;0;0;0;0;0;0;0;17840.0;495.7993708493534;0;0;0;0;0;0
Béruges;86;0;0;0;0;0;0;0;0;24910.0;742.7463299545614;0;0;0;0;0;0
Béthines;86;0;0;0;0;0;0;0;0;21770.0;919.5940230688572;0;0;0;0;0;0
Beuxes;86;0;0;0;0;0;0;0;0;21470.0;432.68857042991965;0;0;0;0;0;0
Biard;86;0;0;0;0;0;0;0;0;24300.0;1061.1006641034603;0;0;0;0;0;0
Bignoux;86;0;0;0;0;0;0;0;0;25200.0;348.3301293254107;0;0;0;0;0;0
Blanzay;86;0;0;0;0;0;0;0;0;21200.0;1233.5644879412794;0;0;0;0;0;0
Bonnes;86;0;0;0;0;0;0;0;0;24400.0;1156.0214085983923;0;0;0;0;0;0
Bonneuil-Matours;86;0;0;0;0;0;0;0;0;23800.0;1249.360800419434;0;0;0;0;0;0
Bouresse;86;0;0;0;0;0;0;0;0;21310.0;1063.2705347780498;0;0;0;0;0;0
Bourg-Archambault;86;0;0;0;0;0;0;0;0;20780.0;466.7832051730165;0;0;0;0;0;0
Bournand;86;0;0;0;0;0;0;0;0;21480.0;772.3331876966096;0;0;0;0;0;0
Brigueil-le-Chantre;86;0;0;0;0;0;0;0;0;18510.0;1163.09716882209;0;0;0;0;0;0
Brion;86;0;0;0;0;0;0;0;0;22480.0;330.99659210066415;0;0;0;0;0;0
Brux;86;1;1;0;0;0;0;0;1;20130.0;1162.5512932541071;0;0;0;0;0;0
La Bussière;86;0;0;0;0;0;0;0;0;21080.0;690.0436036350926;0;0;0;0;0;0
Buxerolles;86;0;0;0;0;0;0;0;0;23600.0;2119.0007864383083;0;0;0;0;0;0
Buxeuil;86;0;0;0;0;0;0;0;0;21050.0;726.6007514854946;0;0;0;0;0;0
Ceaux-en-Loudun;86;0;0;0;0;0;0;0;0;21700.0;811.0471862984973;0;0;0;0;0;0
Celle-Lévescault;86;0;0;0;0;0;0;0;0;22510.0;1222.4166375393218;0;0;0;0;0;0
Cenon-sur-Vienne;86;0;0;0;0;0;0;0;0;23340.0;718.5148549458231;0;0;0;0;0;0
Cernay;86;0;0;0;0;0;0;0;0;23440.0;339.0034952813702;0;0;0;0;0;0
Chabournay;86;0;0;0;0;0;0;0;0;23400.0;623.6518699755329;0;0;0;0;0;0
Chalais;86;0;0;0;0;0;0;0;0;21820.0;543.6212862635442;0;0;0;0;0;0
Chalandray;86;0;0;0;0;0;0;0;0;20970.0;840.6606081789583;0;0;0;0;0;0
Champagné-le-Sec;86;0;0;0;0;0;0;0;0;20860.0;308.2525340789934;0;0;0;0;0;0
Champagné-Saint-Hilaire;86;0;0;0;0;0;0;0;0;21680.0;1354.3610625655365;0;0;0;0;0;0
Champigny en Rochereau;86;0;0;0;0;0;0;0;0;23380.0;1616.4440754980774;0;0;0;0;0;0
Champniers;86;0;0;0;0;0;0;0;0;19940.0;677.0770709542118;0;0;0;0;0;0
La Chapelle-Bâton;86;0;0;0;0;0;0;0;0;19650.0;769.6164802516604;0;0;0;0;0;0
La Chapelle-Moulière;86;0;0;0;0;0;0;0;0;24850.0;433.54840964697655;0;0;0;0;0;0
Chapelle-Viviers;86;0;0;0;0;0;0;0;0;20050.0;528.4060643131774;0;0;0;0;0;0
Charroux;86;0;0;0;0;0;0;0;0;19690.0;1736.431230339042;0;0;0;0;0;0
Chasseneuil-du-Poitou;86;0;0;0;0;0;0;0;0;22800.0;1600.3279447745545;0;0;0;0;0;0
Chatain;86;0;0;0;0;0;0;0;0;17890.0;653.4335896539671;0;0;0;0;0;0
Château-Garnier;86;0;0;0;0;0;0;0;0;20960.0;1025.914627752534;0;0;0;0;0;0
Château-Larcher;86;0;0;0;0;0;0;0;0;23520.0;548.227892345334;0;0;0;0;0;0
Châtellerault;86;3;3;0;0;0;2;0;1;19940.0;24350.946260048935;3;2;5;1;0;0
Chaunay;86;0;0;0;0;0;0;0;0;19980.0;1523.4354246766868;0;0;0;0;0;0
La Chaussée;86;0;0;0;0;0;0;0;0;20240.0;297.4653093324012;0;0;0;0;0;0
Chauvigny;86;2;2;0;0;0;1;0;1;22230.0;5872.8743446347435;0;0;0;0;0;0
Chenevelles;86;0;0;0;0;0;0;0;0;21280.0;597.7614470464872;0;0;0;0;0;0
Cherves;86;0;0;0;0;0;0;0;0;20570.0;846.0652743795877;0;0;0;0;0;0
Chiré-en-Montreuil;86;0;0;0;0;0;0;0;0;22870.0;698.5152918559944;0;0;0;0;0;0
Chouppes;86;0;0;0;0;0;0;0;0;21230.0;808.7182803215659;0;0;0;0;0;0
Cissé;86;0;0;0;0;0;0;0;0;25930.0;893.9682803215658;0;0;0;0;0;0
Civaux;86;0;0;0;0;0;0;0;0;21520.0;827.635354771059;0;0;0;0;0;0
Civray;86;3;3;0;0;1;1;0;1;20090.0;2671.873558196435;0;2;2;1;0;0
La Roche-Rigault;86;0;0;0;0;0;0;0;0;21090.0;809.8773156239076;0;0;0;0;0;0
Cloué;86;0;0;0;0;0;0;0;0;22870.0;452.9951939881161;0;0;0;0;0;0
Colombiers;86;1;1;0;0;0;1;0;0;24350.0;886.3552079692416;0;0;0;0;0;0
Valence-en-Poitou;86;1;1;0;0;0;1;0;0;21060.0;4938.917161831528;0;0;0;0;0;0
Coulombiers;86;0;0;0;0;0;0;0;0;22420.0;691.3898986368404;0;0;0;0;0;0
Coulonges-les-Hérolles;86;0;0;0;0;0;0;0;0;;621.2295526039846;0;0;0;0;0;0
Coussay;86;0;0;0;0;0;0;0;0;21390.0;486.137364557847;0;0;0;0;0;0
Coussay-les-Bois;86;0;0;0;0;0;0;0;0;22350.0;945.0112722824188;0;0;0;0;0;0
Craon;86;0;0;0;0;0;0;0;0;19030.0;343.3244494931842;0;0;0;0;0;0
Croutelle;86;0;0;0;0;0;0;0;0;25000.0;255.92843411394614;0;0;0;0;0;0
Cuhon;86;0;0;0;0;0;0;0;0;20230.0;529.5954211814052;0;0;0;0;0;0
Curçay-sur-Dive;86;0;0;0;0;0;0;0;0;20180.0;380.31405103110797;0;0;0;0;0;0
Curzay-sur-Vonne;86;0;0;0;0;0;0;0;0;21190.0;663.1606955609928;0;0;0;0;0;0
Dangé-Saint-Romain;86;1;1;0;0;0;1;0;0;21640.0;1730.8554701153441;0;0;0;0;0;0
Dercé;86;0;0;0;0;0;0;0;0;20650.0;377.571653268088;0;0;0;0;0;0
Dienné;86;0;0;0;0;0;0;0;0;23930.0;379.87443201677735;0;0;0;0;0;0
Dissay;86;0;0;0;0;0;0;0;0;23330.0;1221.1957357567285;0;0;0;0;0;0
Doussay;86;0;0;0;0;0;0;0;0;21220.0;746.4474833974134;0;0;0;0;0;0
La Ferrière-Airoux;86;0;0;0;0;0;0;0;0;20880.0;471.98164977280675;0;0;0;0;0;0
Fleix;86;0;0;0;0;0;0;0;0;21620.0;208.91585110101363;0;0;0;0;0;0
Fleuré;86;0;0;0;0;0;0;0;0;22580.0;479.42196784341144;0;0;0;0;0;0
Fontaine-le-Comte;86;0;0;0;0;0;0;0;0;25330.0;716.3604508912969;0;0;0;0;0;0
Frozes;86;0;0;0;0;0;0;0;0;24900.0;360.8315274379588;0;0;0;0;0;0
Gençay;86;0;0;0;0;0;0;0;0;21230.0;1108.630985669346;0;0;0;0;0;0
Genouillé;86;0;0;0;0;0;0;0;0;20690.0;956.6180531282766;0;0;0;0;0;0
Gizay;86;0;0;0;0;0;0;0;0;22160.0;367.127752534079;0;0;0;0;0;0
Glénouze;86;0;0;0;0;0;0;0;0;;208.35485844110454;0;0;0;0;0;0
Gouex;86;0;0;0;0;0;0;0;0;22450.0;633.8052254456484;0;0;0;0;0;0
La Grimaudière;86;0;0;0;0;0;0;0;0;20160.0;642.209367354072;0;0;0;0;0;0
Guesnes;86;0;0;0;0;0;0;0;0;18300.0;425.9840964697659;0;0;0;0;0;0
Haims;86;0;0;0;0;0;0;0;0;21820.0;550.2598741698707;0;0;0;0;0;0
Ingrandes;86;0;0;0;0;0;0;0;0;22440.0;1123.6500349528137;0;0;0;0;0;0
L'Isle-Jourdain;86;0;0;0;0;0;0;0;0;20030.0;1203.9567458930444;0;0;0;0;0;0
Iteuil;86;0;0;0;0;0;0;0;0;24080.0;1217.4925725270882;0;0;0;0;0;0
Jardres;86;0;0;0;0;0;0;0;0;24100.0;610.0260398462077;0;0;0;0;0;0
Jaunay-Marigny;86;0;0;0;0;0;0;0;0;23340.0;3326.837469416289;0;2;2;1;0;0
Jazeneuil;86;0;0;0;0;0;0;0;0;23020.0;925.3151869975533;0;0;0;0;0;0
Jouhet;86;0;0;0;0;0;0;0;0;21580.0;562.4412792729815;0;0;0;0;0;0
Journet;86;0;0;0;0;0;0;0;0;21520.0;860.7243970639637;0;0;0;0;0;0
Joussé;86;0;0;0;0;0;0;0;0;21010.0;412.0711289758825;0;0;0;0;0;0
Lathus-Saint-Rémy;86;0;0;0;0;0;0;0;0;20150.0;2316.915414190842;0;0;0;0;0;0
Latillé;86;0;0;0;0;0;0;0;0;21260.0;1188.9010835372246;0;0;0;0;0;0
Lauthiers;86;0;0;0;0;0;0;0;0;;143.82820692065704;0;0;0;0;0;0
Boivre-la-Vallée;86;0;0;0;0;0;0;0;0;22050.0;2938.7333974134917;0;0;0;0;0;0
Lavoux;86;0;0;0;0;0;0;0;0;25380.0;724.5124082488642;0;0;0;0;0;0
Leigné-les-Bois;86;0;0;0;0;0;0;0;0;22590.0;645.1274903879762;0;0;0;0;0;0
Leignes-sur-Fontaine;86;0;0;0;0;0;0;0;0;20480.0;749.9649598042643;0;0;0;0;0;0
Leigné-sur-Usseau;86;0;0;0;0;0;0;0;0;22470.0;366.32200279622504;0;0;0;0;0;0
Lencloître;86;0;0;0;0;0;0;0;0;20480.0;1790.0402831177912;0;0;0;0;0;0
Lésigny;86;1;1;0;0;0;1;0;0;21770.0;613.6768612373297;0;0;0;0;0;0
Leugny;86;0;0;0;0;0;0;0;0;22890.0;365.17266689968545;0;0;0;0;0;0
Lhommaizé;86;0;0;0;0;0;0;0;0;22810.0;857.2023767913316;0;0;0;0;0;0
Liglet;86;0;0;0;0;0;0;0;0;18700.0;841.3704124432019;0;0;0;0;0;0
Ligugé;86;1;0;1;0;0;0;0;0;25710.0;1658.973435861587;0;0;0;0;0;0
Linazay;86;0;0;0;0;0;0;0;0;19170.0;315.3002446696959;0;0;0;0;0;0
Liniers;86;0;0;0;0;0;0;0;0;25580.0;369.6514330653618;0;0;0;0;0;0
Lizant;86;1;1;0;0;0;1;0;0;20590.0;598.0395840615168;0;0;0;0;0;0
Loudun;86;2;2;0;0;1;1;0;0;20070.0;6189.774292205521;0;2;2;1;0;0
Luchapt;86;1;1;0;0;0;1;0;0;17780.0;741.4721251310732;0;0;0;0;0;0
Lusignan;86;0;0;0;0;0;0;0;0;21730.0;2203.0361761621807;0;0;0;0;0;0
Lussac-les-Châteaux;86;0;0;0;0;0;0;0;0;20900.0;1901.0065536525692;0;0;0;0;0;0
Magné;86;1;0;1;0;0;0;0;0;23000.0;663.111586857742;0;0;0;0;0;0
Maillé;86;0;0;0;0;0;0;0;0;20910.0;399.0236805312827;0;0;0;0;0;0
Mairé;86;0;0;0;0;0;0;0;0;20600.0;306.7139112198532;0;0;0;0;0;0
Maisonneuve;86;0;0;0;0;0;0;0;0;21900.0;467.17983222649417;0;0;0;0;0;0
Marçay;86;0;0;0;0;0;0;0;0;23240.0;761.1113247116392;0;0;0;0;0;0
Marigny-Chemereau;86;0;0;0;0;0;0;0;0;22430.0;416.6495106606082;0;0;0;0;0;0
Marnay;86;0;0;0;0;0;0;0;0;22990.0;788.7846906675989;0;0;0;0;0;0
Martaizé;86;0;0;0;0;0;0;0;0;21020.0;631.0475358266341;0;0;0;0;0;0
Massognes;86;0;0;0;0;0;0;0;0;21570.0;358.6177036001398;0;0;0;0;0;0
Maulay;86;0;0;0;0;0;0;0;0;19310.0;390.6710066410346;0;0;0;0;0;0
Mauprévoir;86;1;1;0;0;0;1;0;0;20990.0;1136.0652743795877;0;0;0;0;0;0
Mazerolles;86;0;0;0;0;0;0;0;0;21470.0;670.1791331702201;0;0;0;0;0;0
Mazeuil;86;0;0;0;0;0;0;0;0;21820.0;421.8675288360713;0;0;0;0;0;0
Messemé;86;0;0;0;0;0;0;0;0;22230.0;269.9865431667249;0;0;0;0;0;0
Mignaloux-Beauvoir;86;0;0;0;0;0;0;0;0;27550.0;789.7051730164279;0;0;0;0;0;0
Migné-Auxances;86;0;0;0;0;0;0;0;0;24800.0;2449.232523593149;0;0;0;0;0;0
Millac;86;0;0;0;0;0;0;0;0;19850.0;927.14461726669;0;0;0;0;0;0
Mirebeau;86;0;0;0;0;0;0;0;0;19730.0;2332.158947920307;0;0;0;0;0;0
Moncontour;86;0;0;0;0;0;0;0;0;20270.0;1435.2800594197836;0;0;0;0;0;0
Mondion;86;0;0;0;0;0;0;0;0;22580.0;196.62347081440055;0;0;0;0;0;0
Montamisé;86;0;0;0;0;0;0;0;0;26820.0;998.2347955260398;0;0;0;0;0;0
Monthoiron;86;0;0;0;0;0;0;0;0;21710.0;455.2590003495281;0;0;0;0;0;0
Montmorillon;86;2;2;0;0;0;1;0;1;21410.0;5357.439968542467;2;2;4;1;0;0
Monts-sur-Guesnes;86;0;0;0;0;0;0;0;0;18310.0;763.0187871373645;0;0;0;0;0;0
Morton;86;0;0;0;0;0;0;0;0;19180.0;370.61639286962605;0;0;0;0;0;0
Moulismes;86;0;0;0;0;0;0;0;0;21130.0;675.8053128276828;0;0;0;0;0;0
Moussac;86;0;0;0;0;0;0;0;0;20660.0;907.808196434813;0;0;0;0;0;0
Mouterre-sur-Blourde;86;0;0;0;0;0;0;0;0;17770.0;437.90912268437614;0;0;0;0;0;0
Mouterre-Silly;86;0;0;0;0;0;0;0;0;21160.0;844.3934813002448;0;0;0;0;0;0
Naintré;86;0;0;0;0;0;0;0;0;22640.0;2550.2603984620764;0;0;0;0;0;0
Nalliers;86;0;0;0;0;0;0;0;0;19830.0;506.6289758825585;0;0;0;0;0;0
Nérignac;86;0;0;0;0;0;0;0;0;19730.0;235.2108528486543;0;0;0;0;0;0
Neuville-de-Poitou;86;0;0;0;0;0;0;0;0;23290.0;3060.282156588605;0;0;0;0;0;0
Nieuil-l'Espoir;86;0;0;0;0;0;0;0;0;24380.0;780.5408074099964;0;0;0;0;0;0
Nouaillé-Maupertuis;86;0;0;0;0;0;0;0;0;27260.0;821.1529185599442;0;0;0;0;0;0
Nueil-sous-Faye;86;0;0;0;0;0;0;0;0;18390.0;430.6144704648724;0;0;0;0;0;0
Orches;86;0;0;0;0;0;0;0;0;19950.0;563.3568682278924;0;0;0;0;0;0
Les Ormes;86;0;0;0;0;0;0;0;0;21630.0;1292.1482873121286;0;0;0;0;0;0
Ouzilly;86;0;0;0;0;0;0;0;0;22080.0;729.2538448095071;0;0;0;0;0;0
Oyré;86;0;0;0;0;0;0;0;0;22940.0;711.3699755330304;0;0;0;0;0;0
Paizay-le-Sec;86;0;0;0;0;0;0;0;0;20150.0;699.284778049633;0;0;0;0;0;0
Payroux;86;1;1;0;0;0;1;0;0;19810.0;761.5815274379587;0;0;0;0;0;0
Persac;86;0;0;0;0;0;0;0;0;19080.0;1408.2655540020974;0;0;0;0;0;0
Pindray;86;0;0;0;0;0;0;0;0;21990.0;423.0134568332751;0;0;0;0;0;0
Plaisance;86;0;0;0;0;0;0;0;0;20270.0;328.7529709891646;0;0;0;0;0;0
Pleumartin;86;1;1;0;0;0;0;0;1;20330.0;1289.2626703949666;0;0;0;0;0;0
Poitiers;86;14;11;3;0;2;8;0;1;20150.0;52018.95272631946;17;9;26;1;1;35
Port-de-Piles;86;0;0;0;0;0;0;0;0;20720.0;507.2016777350577;0;0;0;0;0;0
Pouançay;86;0;0;0;0;0;0;0;0;21390.0;204.20272631946875;0;0;0;0;0;0
Pouant;86;0;0;0;0;0;0;0;0;21120.0;569.8863159734357;0;0;0;0;0;0
Pouillé;86;0;0;0;0;0;0;0;0;24180.0;336.8092450192241;0;0;0;0;0;0
Pressac;86;0;0;0;0;0;0;0;0;20860.0;937.8385180006991;0;0;0;0;0;0
Prinçay;86;0;0;0;0;0;0;0;0;19050.0;406.9022195036701;0;0;0;0;0;0
La Puye;86;0;0;0;0;0;0;0;0;20240.0;965.5369626004893;0;0;0;0;0;0
Queaux;86;0;0;0;0;0;0;0;0;19920.0;1269.279360363509;0;0;0;0;0;0
Quinçay;86;0;0;0;0;0;0;0;0;25920.0;802.7568157986718;0;0;0;0;0;0
