name;tag;dob;pob
Paul Vidal;senat;1950;Unknown
Jean-Louis Vigier;senat;1914;Corneilla-del-Vercol
Robert Vignon;senat;1910;Constantine
Robert-Paul Vigouroux;senat;1923;Paris 15
Yves Villard;senat;1901;Graçay
Raymond Villatte;senat;1912;Tours
André Villiers;senat;1954;Avallon
Maurice Vincent;senat;1955;Not found
Serge Vinçon;senat;1949;Bourges
Louis Virapoulle;senat;1934;Not found
Jean-Paul Virapoullé;senat;1944;Bras-Panon
Hector Viron;senat;1922;Lille
Guy Vissac;senat;1933;Langeac
Emile Vivier;senat;1905;Not found
Robert Vizet;senat;1924;Igny
Jean Pierre Vogel;senat;1956;Unknown
Louis Vogel;senat;1954;Sarrebruck
Mélanie Vogel;senat;1985;Marseille
Jean-François Voguet;senat;1949;Paris 11
Albert Voilquin;senat;1915;Neufchâteau
André Voisin;senat;1918;Not found
Joseph Voyant;senat;1910;Unknown
Dominique Voynet;senat;1958;Montbéliard
Michèle Vullien;senat;1944;Unknown
Paul Wach;senat;1906;Schiltigheim
Marcel Wacheux;senat;1930;Bruay-en-Artois
Maurice Walker;senat;1899;Not found
Dominique Watrin;senat;1953;Unknown
Dany Wattebled;senat;1951;Lesquin
Henri Weber;senat;1944;Khodjent
Michaël Weber;senat;1974;Unknown
Frédéric Wirth;senat;1915;Unknown
Robert Wienie Xowie;senat;1962;Lifou
Mouloud Yanat;senat;1899;Not found
Évelyne Yonnet;senat;1954;Unknown
Richard Yung;senat;1947;Amboise
Michel Yver;senat;1907;Fresville
Joseph Yvon;senat;1906;Groix
Adel Ziane;senat;1979;Unknown
François Zocchetto;senat;1958;Laval
Modeste Zussy;senat;1899;Not found
Charles Zwickert;senat;1920;Colmar
